Case_ID;Dataset_ID;Strategy;Population_size;Generations_number;Seed;Decoder;Evaluator;Fitness;Alpha;CV_Folds;Best;Worst;Avg;Std;Wall_Time_Avg(s);CPU_Time_Avg(s);NFE_Avg;Champion_Score;Champion_Features;Nb_Features_Keep
42;17;best/1;50;200;42;am;svm;error;0.5;5;98.2;95.6;97.28;0.87;324.699;299.981;10050.0;98.25;19;17.6
42;17;best/1;50;200;42;am;knn;error;0.5;5;95.6;91.2;94.3;1.67;190.514;177.775;10050.0;95.61;13;15.1
31;52;best/1;50;200;42;am;svm;error;0.5;5;98.6;93.0;95.49;2.08;279.136;261.839;10050.0;94.37;10;15.1
31;52;best/1;50;200;42;am;knn;error;0.5;5;94.4;88.7;91.41;2.43;180.765;169.816;10050.0;90.14;5;5.4
32;52;best/1;50;200;42;am;svm;error;0.5;5;98.6;91.5;96.06;2.38;278.673;262.361;10050.0;94.37;17;16.7
32;52;best/1;50;200;42;am;knn;error;0.5;5;94.4;84.5;90.7;3.59;180.662;169.809;10050.0;90.14;3;4.9
33;52;best/1;50;200;42;am;svm;error;0.5;5;98.6;94.4;95.92;1.4;279.335;262.422;10050.0;94.37;18;17.5
33;52;best/1;50;200;42;am;knn;error;0.5;5;94.4;84.5;90.42;3.24;181.064;170.253;10050.0;92.96;3;5.1
34;52;best/1;50;200;42;am;svm;error;0.5;5;98.6;94.4;96.48;1.37;279.631;262.809;10050.0;98.59;14;17.3
34;52;best/1;50;200;42;am;knn;error;0.5;5;95.8;93.0;94.51;0.8;181.391;170.589;10050.0;94.37;5;6.3
35;52;best/1;50;200;42;am;svm;error;0.5;5;97.2;93.0;95.63;1.23;278.675;261.962;10050.0;95.77;16;17.8
35;52;best/1;50;200;42;am;knn;error;0.5;5;95.8;88.7;92.11;2.41;180.87;169.881;10050.0;91.55;7;6.3
36;52;best/1;50;200;42;am;svm;error;0.5;5;98.6;93.0;96.34;1.51;279.755;262.797;10050.0;95.77;17;18.3
36;52;best/1;50;200;42;am;knn;error;0.5;5;94.4;83.1;90.85;3.65;180.106;169.098;10050.0;91.55;7;5.2
37;52;best/1;50;200;42;am;svm;error;0.5;5;98.6;93.0;96.34;1.51;279.837;263.209;10050.0;95.77;17;18.3
37;52;best/1;50;200;42;am;knn;error;0.5;5;94.4;83.1;90.85;3.65;180.316;169.548;10050.0;91.55;7;5.2
