Case_ID;Dataset_ID;Strategy;Population_size;Generations_number;Seed;Decoder;Evaluator;Fitness;Alpha;CV_Folds;Best;Worst;Avg;Std;Wall_Time_Avg(s);CPU_Time_Avg(s);NFE_Avg;Champion_Score;Champion_Features;Nb_Features_Keep
17;52;best/1;20;500;42;sigma;svm;error;0.5;5;98.6;94.4;96.34;1.36;269.047;255.4;10020.0;95.77;15;16.0
17;52;best/1;20;500;42;sigma;knn;error;0.5;5;95.8;87.3;90.56;3.26;181.796;172.581;10020.0;94.37;8;12.5
18;52;best/1;20;500;42;sigma;svm;error;0.5;5;98.6;94.4;96.34;1.36;269.292;255.205;10020.0;95.77;14;15.2
18;52;best/1;20;500;42;sigma;knn;error;0.5;5;93.0;85.9;89.72;2.3;180.628;171.128;10020.0;92.96;11;9.8
19;52;best/1;20;500;42;sigma;svm;error;0.5;5;98.6;94.4;96.62;1.36;269.701;255.07;10020.0;97.18;17;15.9
19;52;best/1;20;500;42;sigma;knn;error;0.5;5;93.0;84.5;89.86;3.1;181.898;172.081;10020.0;85.92;12;10.7
20;52;best/1;20;500;42;sigma;svm;error;0.5;5;97.2;93.0;95.49;1.29;269.621;255.319;10020.0;94.37;17;17.0
20;52;best/1;20;500;42;sigma;knn;error;0.5;5;93.0;85.9;90.56;2.21;182.342;172.861;10020.0;91.55;8;11.2
21;52;best/1;20;500;42;sigma;svm;error;0.5;5;97.2;93.0;95.35;1.63;269.516;255.931;10020.0;92.96;21;17.2
21;52;best/1;20;500;42;sigma;knn;error;0.5;5;93.0;85.9;90.14;2.1;181.93;172.6;10020.0;91.55;8;11.8
10;151;best/1;20;500;42;sigma;svm;error;0.5;5;88.1;83.3;85.95;1.76;278.6;264.073;10020.0;88.1;24;30.6
10;151;best/1;20;500;42;sigma;knn;error;0.5;5;83.3;73.8;79.05;3.69;184.29;174.458;10020.0;80.95;31;30.4
11;151;best/1;20;500;42;sigma;svm;error;0.5;5;88.1;81.0;85.24;2.46;276.219;261.413;10020.0;88.1;25;28.8
11;151;best/1;20;500;42;sigma;knn;error;0.5;5;88.1;73.8;80.71;4.69;183.228;173.433;10020.0;85.71;28;29.1
12;151;best/1;20;500;42;sigma;svm;error;0.5;5;88.1;81.0;84.29;2.3;278.388;263.7;10020.0;83.33;37;31.1
12;151;best/1;20;500;42;sigma;knn;error;0.5;5;88.1;69.0;77.38;5.86;183.715;173.847;10020.0;76.19;24;31.0
13;151;best/1;20;500;42;sigma;svm;error;0.5;5;90.5;83.3;85.71;2.24;277.787;262.433;10020.0;85.71;28;28.7
13;151;best/1;20;500;42;sigma;knn;error;0.5;5;83.3;66.7;76.19;4.63;182.134;171.986;10020.0;83.33;27;29.2
14;151;best/1;20;500;42;sigma;svm;error;0.5;5;90.5;78.6;85.24;3.86;277.996;262.955;10020.0;85.71;27;29.7
14;151;best/1;20;500;42;sigma;knn;error;0.5;5;83.3;73.8;79.52;3.01;183.993;173.478;10020.0;80.95;27;30.2
15;151;best/1;20;500;42;sigma;svm;error;0.5;5;90.5;81.0;84.76;3.21;275.965;260.809;10020.0;90.48;24;27.9
15;151;best/1;20;500;42;sigma;knn;error;0.5;5;90.5;66.7;78.57;6.64;182.782;173.756;10020.0;83.33;29;30.9
16;151;best/1;20;500;42;sigma;svm;error;0.5;5;90.5;81.0;84.76;3.21;255.875;250.172;10020.0;90.48;24;27.9
16;151;best/1;20;500;42;sigma;knn;error;0.5;5;90.5;66.7;78.57;6.64;166.988;164.983;10020.0;76.19;29;30.9
17;151;best/1;20;500;42;sigma;svm;error;0.5;5;88.1;81.0;84.29;2.3;252.237;249.316;10020.0;80.95;30;30.5
17;151;best/1;20;500;42;sigma;knn;error;0.5;5;90.5;73.8;82.14;6.76;165.687;163.88;10020.0;85.71;32;30.1
18;151;best/1;20;500;42;sigma;svm;error;0.5;5;88.1;81.0;84.76;2.3;252.827;249.808;10020.0;83.33;27;29.5
18;151;best/1;20;500;42;sigma;knn;error;0.5;5;85.7;71.4;79.52;4.23;167.002;165.022;10020.0;78.57;30;30.6
19;151;best/1;20;500;42;sigma;svm;error;0.5;5;90.5;81.0;85.95;3.45;253.114;249.83;10020.0;90.48;24;28.1
19;151;best/1;20;500;42;sigma;knn;error;0.5;5;85.7;76.2;80.24;3.18;167.641;165.161;10020.0;85.71;31;29.6
20;151;best/1;20;500;42;sigma;svm;error;0.5;5;88.1;81.0;85.24;2.93;249.232;246.141;10020.0;88.1;27;27.8
20;151;best/1;20;500;42;sigma;knn;error;0.5;5;85.7;71.4;80.0;5.04;165.052;162.872;10020.0;85.71;34;29.5
10;0;best/1;20;500;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;0.824;0.819;20.0;100.0;15;17.3
10;0;best/1;20;500;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;1.358;1.342;20.0;100.0;15;17.3
11;0;best/1;20;500;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;0.823;0.816;20.0;100.0;15;17.3
11;0;best/1;20;500;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;1.372;1.345;20.0;100.0;15;17.3
12;0;best/1;20;500;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;0.843;0.817;20.0;100.0;15;17.3
12;0;best/1;20;500;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;1.36;1.336;20.0;100.0;15;17.3
13;0;best/1;20;500;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;0.823;0.811;20.0;100.0;15;17.3
13;0;best/1;20;500;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;1.362;1.339;20.0;100.0;17;17.3
14;0;best/1;20;500;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;0.833;0.816;20.0;100.0;15;17.3
14;0;best/1;20;500;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;1.348;1.317;20.0;100.0;17;17.3
15;0;best/1;20;500;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;0.822;0.809;20.0;100.0;15;17.3
15;0;best/1;20;500;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;1.342;1.323;20.0;100.0;17;17.3
16;0;best/1;20;500;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;0.828;0.816;20.0;100.0;15;17.3
16;0;best/1;20;500;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;1.36;1.339;20.0;100.0;17;17.3
17;0;best/1;20;500;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;0.826;0.822;20.0;100.0;15;17.3
17;0;best/1;20;500;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;1.362;1.331;20.0;100.0;17;17.3
18;0;best/1;20;500;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;0.828;0.822;20.0;100.0;15;17.3
18;0;best/1;20;500;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;1.349;1.344;20.0;100.0;17;17.3
19;0;best/1;20;500;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;0.842;0.819;20.0;100.0;15;17.3
19;0;best/1;20;500;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;1.362;1.331;20.0;100.0;15;17.3
20;0;best/1;20;500;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;0.833;0.819;20.0;100.0;15;17.3
20;0;best/1;20;500;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;1.358;1.32;20.0;100.0;17;17.3
21;0;best/1;20;500;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;0.83;0.814;20.0;100.0;15;17.3
21;0;best/1;20;500;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;1.317;1.295;20.0;100.0;17;17.3
21;151;best/1;20;500;42;sigma;svm;error;0.5;5;88.1;81.0;84.05;2.26;250.723;247.769;10020.0;85.71;26;28.9
21;151;best/1;20;500;42;sigma;knn;error;0.5;5;88.1;73.8;78.1;4.99;151.025;149.331;10020.0;85.71;31;28.7
