Case_ID;Dataset_ID;Strategy;Population_size;Generations_number;Seed;Decoder;Evaluator;Fitness;Alpha;CV_Folds;Best;Worst;Avg;Std;Wall_Time_Avg(s);CPU_Time_Avg(s);NFE_Avg;Champion_Score;Champion_Features;Nb_Features_Keep
14;17;best/1;50;200;42;sigma;knn;error;0.5;5;94.7;86.8;91.05;2.18;190.472;178.852;10050.0;92.11;15;15.7
15;17;best/1;50;200;42;sigma;svm;error;0.5;5;98.2;94.7;96.93;1.11;295.434;278.892;10050.0;97.37;14;15.6
15;17;best/1;50;200;42;sigma;knn;error;0.5;5;94.7;90.4;92.54;1.81;190.541;179.447;10050.0;90.35;16;16.0
17;17;best/1;50;200;42;sigma;svm;error;0.5;5;98.2;94.7;97.02;1.38;300.753;280.402;10050.0;95.61;16;16.3
17;17;best/1;50;200;42;sigma;knn;error;0.5;5;94.7;90.4;92.02;1.34;197.446;181.883;10050.0;92.11;16;15.3
18;17;best/1;50;200;42;sigma;svm;error;0.5;5;98.2;95.6;97.11;0.83;311.678;284.231;10050.0;98.25;14;14.9
18;17;best/1;50;200;42;sigma;knn;error;0.5;5;94.7;88.6;91.67;1.99;209.213;184.534;10050.0;94.74;11;15.1
20;17;best/1;50;200;42;sigma;svm;error;0.5;5;98.2;94.7;97.02;1.03;336.024;291.792;10050.0;96.49;15;15.3
20;17;best/1;50;200;42;sigma;knn;error;0.5;5;95.6;90.4;92.72;2.03;213.792;187.613;10050.0;94.74;14;16.0
21;17;best/1;50;200;42;sigma;svm;error;0.5;5;98.2;94.7;96.84;0.94;328.369;289.489;10050.0;96.49;16;15.2
21;17;best/1;50;200;42;sigma;knn;error;0.5;5;94.7;87.7;91.93;2.02;207.319;186.863;10050.0;90.35;16;15.8
10;52;best/1;50;200;42;sigma;svm;error;0.5;5;97.2;90.1;95.92;2.25;300.072;264.436;10050.0;90.14;13;16.8
10;52;best/1;50;200;42;sigma;knn;error;0.5;5;95.8;88.7;91.69;2.25;207.0;179.289;10050.0;94.37;11;11.2
11;52;best/1;50;200;42;sigma;svm;error;0.5;5;97.2;94.4;96.06;1.11;299.382;264.539;10050.0;97.18;17;16.6
11;52;best/1;50;200;42;sigma;knn;error;0.5;5;94.4;84.5;89.15;3.52;201.447;179.872;10050.0;94.37;12;12.9
13;52;best/1;50;200;42;sigma;svm;error;0.5;5;97.2;90.1;95.77;2.2;320.696;266.048;10050.0;95.77;16;16.7
13;52;best/1;50;200;42;sigma;knn;error;0.5;5;94.4;87.3;90.56;2.21;216.775;179.455;10050.0;92.96;12;14.7
14;52;best/1;50;200;42;sigma;svm;error;0.5;5;98.6;94.4;96.06;1.29;320.366;266.095;10050.0;95.77;17;16.6
14;52;best/1;50;200;42;sigma;knn;error;0.5;5;94.4;85.9;91.27;3.31;221.978;179.483;10050.0;91.55;7;10.3
15;52;best/1;50;200;42;sigma;svm;error;0.5;5;98.6;94.4;96.2;1.16;315.15;262.712;10050.0;95.77;16;16.1
15;52;best/1;50;200;42;sigma;knn;error;0.5;5;97.2;87.3;90.99;3.71;210.19;177.698;10050.0;94.37;10;10.6
17;52;best/1;50;200;42;sigma;svm;error;0.5;5;98.6;93.0;96.2;1.63;309.337;262.345;10050.0;94.37;15;15.8
17;52;best/1;50;200;42;sigma;knn;error;0.5;5;93.0;84.5;88.45;2.47;211.823;178.787;10050.0;92.96;13;14.9
18;52;best/1;50;200;42;sigma;svm;error;0.5;5;98.6;95.8;96.48;1.0;320.93;267.188;10050.0;95.77;14;17.6
18;52;best/1;50;200;42;sigma;knn;error;0.5;5;94.4;84.5;90.0;2.85;217.625;179.48;10050.0;87.32;7;10.8
20;52;best/1;50;200;42;sigma;svm;error;0.5;5;97.2;93.0;95.35;1.16;324.406;267.283;10050.0;94.37;15;17.5
20;52;best/1;50;200;42;sigma;knn;error;0.5;5;93.0;83.1;88.45;3.1;215.321;179.52;10050.0;90.14;10;11.1
21;52;best/1;50;200;42;sigma;svm;error;0.5;5;97.2;93.0;95.63;1.23;308.001;261.233;10050.0;95.77;18;16.7
21;52;best/1;50;200;42;sigma;knn;error;0.5;5;94.4;85.9;91.13;3.12;206.741;177.558;10050.0;90.14;13;12.5
10;151;best/1;50;200;42;sigma;svm;error;0.5;5;90.5;81.0;83.81;3.13;320.062;273.339;10050.0;83.33;32;30.1
10;151;best/1;50;200;42;sigma;knn;error;0.5;5;85.7;69.0;79.29;5.94;212.621;179.964;10050.0;73.81;30;28.5
11;151;best/1;50;200;42;sigma;svm;error;0.5;5;88.1;81.0;85.71;2.51;319.675;270.784;10050.0;88.1;28;28.5
11;151;best/1;50;200;42;sigma;knn;error;0.5;5;88.1;66.7;79.76;6.07;216.041;180.33;10050.0;85.71;27;29.5
13;151;best/1;50;200;42;sigma;svm;error;0.5;5;85.7;76.2;82.38;3.4;340.666;275.323;10050.0;85.71;25;31.2
13;151;best/1;50;200;42;sigma;knn;error;0.5;5;88.1;73.8;80.48;4.17;230.195;181.702;10050.0;78.57;27;30.6
14;151;best/1;50;200;42;sigma;svm;error;0.5;5;85.7;83.3;85.24;1.0;333.071;274.006;10050.0;85.71;30;30.6
14;151;best/1;50;200;42;sigma;knn;error;0.5;5;85.7;71.4;77.86;4.77;222.572;181.911;10050.0;76.19;33;29.1
15;151;best/1;50;200;42;sigma;svm;error;0.5;5;88.1;83.3;85.95;1.76;336.743;272.952;10050.0;88.1;26;28.7
15;151;best/1;50;200;42;sigma;knn;error;0.5;5;88.1;71.4;80.48;5.12;229.402;183.264;10050.0;78.57;31;31.0
17;151;best/1;50;200;42;sigma;svm;error;0.5;5;90.5;76.2;82.62;3.73;345.621;272.134;10050.0;83.33;22;27.9
17;151;best/1;50;200;42;sigma;knn;error;0.5;5;88.1;71.4;79.76;5.86;233.163;181.798;10050.0;73.81;29;31.0
18;151;best/1;50;200;42;sigma;svm;error;0.5;5;88.1;73.8;83.57;3.96;352.29;275.098;10050.0;85.71;35;29.7
18;151;best/1;50;200;42;sigma;knn;error;0.5;5;85.7;76.2;79.52;3.21;228.985;180.384;10050.0;83.33;27;28.7
20;151;best/1;50;200;42;sigma;svm;error;0.5;5;92.9;76.2;85.24;4.46;333.411;269.242;10050.0;85.71;25;26.6
20;151;best/1;50;200;42;sigma;knn;error;0.5;5;85.7;71.4;79.52;5.29;219.561;177.631;10050.0;76.19;29;28.4
10;0;best/1;50;200;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;3.246;2.233;50.0;100.0;15;16.4
10;0;best/1;50;200;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;4.908;3.666;50.0;100.0;15;16.4
11;0;best/1;50;200;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;4.302;2.209;50.0;100.0;15;16.4
11;0;best/1;50;200;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;5.932;3.586;50.0;100.0;19;16.4
13;0;best/1;50;200;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;3.969;2.227;50.0;100.0;19;16.4
13;0;best/1;50;200;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;6.633;3.638;50.0;100.0;15;16.4
14;0;best/1;50;200;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;4.562;2.2;50.0;100.0;19;16.4
14;0;best/1;50;200;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;6.656;3.686;50.0;100.0;15;16.4
21;151;best/1;50;200;42;sigma;svm;error;0.5;5;88.1;76.2;83.57;3.45;340.375;266.253;10050.0;83.33;25;26.0
15;0;best/1;50;200;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;3.498;2.191;50.0;100.0;15;16.4
15;0;best/1;50;200;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;6.068;3.625;50.0;100.0;15;16.4
17;0;best/1;50;200;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;3.576;2.197;50.0;100.0;15;16.4
17;0;best/1;50;200;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;5.302;3.577;50.0;100.0;15;16.4
18;0;best/1;50;200;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;3.087;2.13;50.0;100.0;15;16.4
18;0;best/1;50;200;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;5.522;3.592;50.0;100.0;19;16.4
20;0;best/1;50;200;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;3.411;2.191;50.0;100.0;15;16.4
20;0;best/1;50;200;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;5.377;3.586;50.0;100.0;17;16.4
21;0;best/1;50;200;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;3.438;2.169;50.0;100.0;15;16.4
21;0;best/1;50;200;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;5.098;3.628;50.0;100.0;15;16.4
21;151;best/1;50;200;42;sigma;knn;error;0.5;5;85.7;73.8;78.1;3.33;237.991;177.164;10050.0;78.57;32;30.6
12;174;best/1;50;200;42;sigma;knn;error;0.5;5;87.2;82.1;86.15;2.16;169.446;156.686;10050.0;87.18;12;10.8
12;174;best/1;50;200;42;sigma;svm;error;0.5;5;94.9;89.7;93.59;1.81;226.248;209.594;10050.0;94.87;12;10.9
19;174;best/1;50;200;42;sigma;svm;error;0.5;5;94.9;92.3;93.85;1.32;227.002;209.858;10050.0;94.87;9;9.2
19;174;best/1;50;200;42;sigma;knn;error;0.5;5;87.2;82.1;85.64;2.48;168.461;156.259;10050.0;82.05;9;11.0
12;17;best/1;50;200;42;sigma;svm;error;0.5;5;98.2;96.5;97.19;0.81;309.56;286.227;10050.0;96.49;14;14.2
12;17;best/1;50;200;42;sigma;knn;error;0.5;5;95.6;91.2;94.39;1.71;198.852;183.261;10050.0;95.61;18;16.0
19;17;best/1;50;200;42;sigma;svm;error;0.5;5;98.2;94.7;96.84;1.38;311.854;286.933;10050.0;94.74;18;16.3
19;17;best/1;50;200;42;sigma;knn;error;0.5;5;95.6;94.7;94.91;0.37;198.245;182.852;10050.0;95.61;17;15.1
12;52;best/1;50;200;42;sigma;svm;error;0.5;5;98.6;93.0;96.2;1.88;282.83;261.439;10050.0;97.18;19;17.7
12;52;best/1;50;200;42;sigma;knn;error;0.5;5;93.0;84.5;89.58;2.91;186.748;171.547;10050.0;88.73;10;11.3
19;52;best/1;50;200;42;sigma;svm;error;0.5;5;98.6;95.8;96.06;0.89;283.46;260.677;10050.0;95.77;19;18.0
19;52;best/1;50;200;42;sigma;knn;error;0.5;5;91.5;87.3;90.28;1.81;187.198;172.105;10050.0;87.32;12;12.1
12;151;best/1;50;200;42;sigma;svm;error;0.5;5;90.5;81.0;85.24;2.7;294.514;270.222;10050.0;85.71;29;29.2
12;151;best/1;50;200;42;sigma;knn;error;0.5;5;88.1;71.4;80.0;4.79;194.033;178.286;10050.0;80.95;31;27.2
19;151;best/1;50;200;42;sigma;svm;error;0.5;5;88.1;76.2;82.62;3.38;290.343;267.428;10050.0;83.33;28;27.3
19;151;best/1;50;200;42;sigma;knn;error;0.5;5;83.3;71.4;76.43;3.8;170.53;160.778;10050.0;78.57;32;30.1
16;174;best/1;50;200;42;sigma;svm;error;0.5;5;94.9;92.3;93.85;1.32;226.192;208.787;10050.0;94.87;11;10.0
16;174;best/1;50;200;42;sigma;knn;error;0.5;5;87.2;82.1;85.64;2.48;168.108;155.744;10050.0;87.18;11;10.4
16;17;best/1;50;200;42;sigma;svm;error;0.5;5;98.2;93.9;96.32;1.29;306.583;284.342;10050.0;97.37;15;15.3
16;17;best/1;50;200;42;sigma;knn;error;0.5;5;95.6;91.2;93.07;1.96;194.742;180.258;10050.0;91.23;12;14.6
16;52;best/1;50;200;42;sigma;svm;error;0.5;5;98.6;93.0;96.2;1.63;281.487;260.025;10050.0;95.77;17;15.4
16;52;best/1;50;200;42;sigma;knn;error;0.5;5;94.4;83.1;89.72;3.64;184.347;170.906;10050.0;90.14;15;11.9
16;151;best/1;50;200;42;sigma;svm;error;0.5;5;88.1;81.0;85.95;2.08;286.686;266.4;10050.0;85.71;19;27.7
16;151;best/1;50;200;42;sigma;knn;error;0.5;5;85.7;71.4;79.29;4.21;178.412;168.773;10050.0;85.71;31;30.0

