Case_ID,Dataset_ID,Strategy,Population_size,Generations_number,Seed,Decoder,Evaluator,Fitness,Alpha,CV_Folds,Best,Worst,Avg,Std,Wall_Time_Avg(s),CPU_Time_Avg(s),NFE_Avg,Champion_Score,Champion_Features,Nb_Features_Keep
22,52,current-to-best/1,50,200,42,am,svm,error,0.5,5,98.6,94.4,96.48,1.3,357.057,259.317,10000,98.59,21,16.6
22,151,current-to-best/1,50,200,42,am,knn,error,0.5,5,85.7,71.4,78.81,4.93,219.699,180.219,10000,85.71,32,23.5
22,151,current-to-best/1,50,200,42,am,svm,error,0.5,5,90.5,78.6,84.05,3.38,361.519,267.53,10000,90.48,35,27.4
22,174,current-to-best/1,50,200,42,am,knn,error,0.5,5,89.7,82.1,84.87,2.91,223.622,151.642,10000,89.74,13,10.3
22,174,current-to-best/1,50,200,42,am,svm,error,0.5,5,97.4,84.6,91.03,4.48,337.414,210.486,10000,97.44,11,5.1
3,17,best/1,50,200,42,sigma,knn,error,0.5,5,94.7,91.2,93.68,1.61,261.134,179.508,10000,94.74,19,15.4
3,17,best/1,50,200,42,sigma,svm,error,0.5,5,98.2,95.6,97.02,1.05,389.257,282.534,10000,98.25,20,16.1
3,52,best/1,50,200,42,sigma,knn,error,0.5,5,97.2,83.1,92.54,3.83,227.811,169.598,10000,97.18,14,11.2
3,52,best/1,50,200,42,sigma,svm,error,0.5,5,97.2,94.4,95.49,1.23,366.539,256.844,10000,97.18,19,15.9
3,151,best/1,50,200,42,sigma,knn,error,0.5,5,83.3,69.0,79.52,4.54,234.903,174.264,10000,83.33,35,30.4
3,151,best/1,50,200,42,sigma,svm,error,0.5,5,88.1,81.0,84.29,2.65,363.411,265.811,10000,88.1,31,27.8
3,174,best/1,50,200,42,sigma,knn,error,0.5,5,87.2,82.1,85.13,2.51,236.664,155.356,10000,87.18,13,11.2
3,174,best/1,50,200,42,sigma,svm,error,0.5,5,94.9,92.3,93.85,1.26,287.929,207.478,10000,94.87,14,10.3
4,17,best/2,50,200,42,sigma,knn,error,0.5,5,95.6,91.2,93.42,1.81,243.175,179.561,10000,95.61,18,13.7
4,17,best/2,50,200,42,sigma,svm,error,0.5,5,97.4,96.5,96.93,0.44,394.693,282.856,10000,97.37,17,14.2
4,52,best/2,50,200,42,sigma,knn,error,0.5,5,94.4,85.9,90.14,3.21,242.481,169.981,10000,94.37,14,10.9
4,52,best/2,50,200,42,sigma,svm,error,0.5,5,98.6,93.0,96.2,2.09,344.752,256.83,10000,98.59,19,16.4
4,151,best/2,50,200,42,sigma,knn,error,0.5,5,83.3,66.7,74.76,5.45,246.219,174.531,10000,83.33,37,29.9
4,151,best/2,50,200,42,sigma,svm,error,0.5,5,88.1,78.6,83.57,2.49,368.744,265.416,10000,88.1,37,29.2
4,174,best/2,50,200,42,sigma,knn,error,0.5,5,89.7,82.1,85.38,2.82,258.112,156.055,10000,89.74,12,10.3
4,174,best/2,50,200,42,sigma,svm,error,0.5,5,94.9,92.3,94.62,0.77,334.863,208.123,10000,94.87,12,10.4
5,17,current-to-rand/1,50,200,42,sigma,knn,error,0.5,5,95.6,91.2,94.39,1.63,245.342,179.4,10000,95.61,18,15.2
5,17,current-to-rand/1,50,200,42,sigma,svm,error,0.5,5,99.1,94.7,97.11,1.42,411.614,283.791,10000,99.12,18,16.0
5,52,current-to-rand/1,50,200,42,sigma,knn,error,0.5,5,94.4,87.3,90.85,1.92,227.596,168.131,10000,94.37,16,12.0
5,52,current-to-rand/1,50,200,42,sigma,svm,error,0.5,5,97.2,93.0,95.92,1.17,352.875,257.486,10000,97.18,18,15.7
5,151,current-to-rand/1,50,200,42,sigma,knn,error,0.5,5,83.3,73.8,79.52,2.65,250.563,175.331,10000,83.33,37,28.9
5,151,current-to-rand/1,50,200,42,sigma,svm,error,0.5,5,90.5,76.2,84.52,4.02,379.506,266.114,10000,90.48,37,30.1
5,174,current-to-rand/1,50,200,42,sigma,knn,error,0.5,5,87.2,82.1,85.64,2.35,232.254,157.186,10000,87.18,13,10.6
5,174,current-to-rand/1,50,200,42,sigma,svm,error,0.5,5,97.4,89.7,93.33,2.05,318.433,210.242,10000,97.44,12,9.6
6,17,current-to-best/1,50,200,42,sigma,knn,error,0.5,5,95.6,91.2,94.39,1.63,251.185,179.464,10000,95.61,17,15.1
6,17,current-to-best/1,50,200,42,sigma,svm,error,0.5,5,98.2,95.6,96.93,0.71,399.471,284.15,10000,98.25,17,15.0
6,52,current-to-best/1,50,200,42,sigma,knn,error,0.5,5,94.4,85.9,90.28,3.24,246.533,169.792,10000,94.37,16,11.5
6,52,current-to-best/1,50,200,42,sigma,svm,error,0.5,5,98.6,94.4,96.34,1.13,356.391,257.039,10000,98.59,18,16.9
6,151,current-to-best/1,50,200,42,sigma,knn,error,0.5,5,90.5,69.0,78.81,6.43,243.828,174.992,10000,90.48,33,28.7
6,151,current-to-best/1,50,200,42,sigma,svm,error,0.5,5,90.5,81.0,85.48,2.7,363.989,265.072,10000,90.48,32,27.5
6,174,current-to-best/1,50,200,42,sigma,knn,error,0.5,5,87.2,87.2,87.18,0.0,244.152,157.97,10000,87.18,13,11.0
6,174,current-to-best/1,50,200,42,sigma,svm,error,0.5,5,97.4,92.3,95.38,1.54,300.955,210.355,10000,97.44,12,10.1
